user_id,onboarding_month,disabled_month,platform,acquisition_source,gender,uk_region,gross_income,age,first_subscription_plan_month,first_subscription_plan_cancelled_month,first_funds_buy_order_initiated_month,first_sipp_initiated_month,subscription_plan,is_investor_funds,is_investor_sipp,has_interest_pocket,revenue,revenue_1_m,revenue_3_m,revenue_6_m,revenue_12_m,cpa
e6f84a1a-6d5d-4f88-b967-70bcd28a2dd4,2021-01-01,,ios,Google,M,West Midlands,56990,27,2021-03-01,,2021-03-01,,Plus,TRUE,FALSE,FALSE,15.15,0,0.02,3.04,9.1,6.02
c28c69a0-7770-4cf1-99af-4cdab9cf1017,2021-01-01,,ios,Google,F,Greater London,97481,24,2021-01-01,,2021-02-01,,Pro,TRUE,FALSE,FALSE,53.85,0,5.99,14.96,32.91,8.65
920fdc27-ee75-45a2-9559-a403e7f4aced,2021-02-01,,ios,Google,M,Greater London,57088,33,2021-02-01,2021-11-01,2021-02-01,,Basic,TRUE,FALSE,FALSE,23.98,0,5.99,14.97,23.96,5.79
3de93cbc-9019-4ab2-9e3d-7453bf5c4835,2021-09-01,,ios,Referral,F,South East,49233,25,2021-09-01,,2021-09-01,,Plus,TRUE,FALSE,TRUE,10.74,0.01,2.19,5.43,10.74,7.11
7a712839-f269-42a8-ad62-d6efc54bc8dd,2021-01-01,,ios,Google,F,West Midlands,64062,32,2021-01-01,,2021-01-01,,Plus,TRUE,FALSE,TRUE,17.13,0,2.01,5.03,11.07,9.36
f16bea19-9e3a-41a7-a85d-b0537d5459aa,2021-02-01,,ios,Google,M,East of England,86662,36,2021-03-01,,2021-03-01,,Pro,TRUE,FALSE,TRUE,44.88,0,3,11.97,29.92,8.69
2f604645-7be6-49ca-88b8-d8ef32d240d0,2021-02-01,,android,Referral,F,North East,47082,26,2021-03-01,2021-05-01,2021-04-01,,Basic,TRUE,FALSE,TRUE,1.03,0,1,1,1.02,9.73
b57de988-7ad2-4946-a6ee-646f33a57e96,2021-02-01,,ios,Google,M,East of England,98031,31,2021-02-01,2021-02-01,2021-02-01,,Ultra,TRUE,FALSE,TRUE,62.85,2.99,8.97,17.94,37.89,5.59
c9964dcc-f046-4b42-9dee-a3ddd5621fe1,2021-09-01,,android,Organic,F,Greater London,34500,21,,,,,Basic,FALSE,FALSE,TRUE,0.62,0,0.12,0.39,0.62,0
1fb4f612-a192-499e-87cb-d0a37f60a3de,2021-04-01,,ios,Referral,M,North West,42774,33,2021-06-01,,2021-06-01,,Plus,FALSE,FALSE,FALSE,12.01,0,1,4.01,10.01,9.94
f4ab5f34-a78c-4cdb-bd87-b75b73de6a80,2021-09-01,,ios,Google,F,South East,39196,38,2021-09-01,,2021-09-01,,Plus,TRUE,FALSE,FALSE,9.12,0,2.01,5.04,9.12,6
55357821-c5cc-41eb-824d-b622279035fb,2021-01-01,,ios,Referral,F,Greater London,89139,27,2021-02-01,,,,Pro,FALSE,FALSE,TRUE,51,0,2.99,12.13,30.07,9.97
6e46fc27-4df6-4f7f-b49e-98be6f7ea883,2021-10-01,,ios,Google,M,West Midlands,56770,23,2021-10-01,2021-12-01,2021-10-01,,Plus,TRUE,FALSE,TRUE,19.06,0,10.99,16.02,19.06,8.1
ba52cd18-8c8a-48ac-9b42-7c7ea071b9e7,2021-11-01,,ios,Referral,M,Greater London,62901,59,2021-11-01,2022-03-01,2021-11-01,,Basic,TRUE,FALSE,TRUE,19.97,0,9.99,19.97,19.97,7.44
38a938a3-ce4a-409b-8fec-1d8243f9ca12,2021-01-01,,ios,Facebook,F,Greater London,91463,49,2021-01-01,,2021-01-01,,Pro,TRUE,FALSE,TRUE,53.85,0,5.99,14.97,32.91,15.03
1c6eb0c9-1912-4d41-a391-9f4dd633e24d,2021-11-01,,android,TikTok,M,West Midlands,32619,30,,,,,Basic,FALSE,FALSE,TRUE,0.07,0,0.01,0.06,0.07,12.84
2b7109c4-f8ea-46ed-ba93-eff9c687ede0,2021-01-01,2021-06-01,android,Google,F,Greater London,30559,27,2021-02-01,2021-03-01,2021-02-01,,Basic,FALSE,FALSE,TRUE,1.03,0,1.02,1.03,1.03,7.27
c282bc18-11bf-41b4-84c2-cb1dea493224,2021-02-01,,ios,Google,F,Greater London,86204,58,2021-02-01,2021-05-01,,,Ultra,FALSE,FALSE,FALSE,78.83,0,5.98,18.95,48.89,5.67
0f112284-a968-473e-aa45-50b77d58c6cc,2021-02-01,2022-05-01,ios,TikTok,M,Scotland,86591,31,2021-02-01,2021-11-01,,,Basic,FALSE,FALSE,FALSE,53.86,0,5.98,14.95,38.89,11.41
27cddf4d-6774-4c7c-adda-2cc09a7a3550,2021-08-01,,ios,Facebook,M,Greater London,91104,25,2021-08-01,,2021-08-01,,Pro,FALSE,FALSE,FALSE,32.97,0.01,6.02,15.01,32.97,15.46
c15a2e80-963e-41b6-bc13-1c74299b5bde,2021-02-01,,ios,Facebook,M,West Midlands,85202,35,2021-02-01,2021-10-01,2021-02-01,,Basic,FALSE,FALSE,TRUE,36.91,0,0,8.97,31.92,19.2
ef5fedfd-1e20-4875-9af5-55f036d1040f,2021-04-01,,ios,Facebook,M,Greater London,68571,25,2021-04-01,,2021-04-01,,Plus,TRUE,FALSE,TRUE,15.3,0.01,2.03,5.08,11.22,15.51
8b002129-bdaf-4f78-99fd-feb00339f1d9,2021-07-01,,android,Referral,M,South East,37116,46,2021-07-01,2021-10-01,2021-07-01,2021-07-01,Basic,FALSE,TRUE,FALSE,2.09,0.01,2.02,2.04,2.09,7.11
eb3d4b16-fba9-4fd6-a21d-16a434f7ab8a,2021-06-01,,android,Referral,F,East Midlands,49331,25,,,,,Basic,FALSE,FALSE,TRUE,0.66,0,0,0.03,0.66,7.5
7d6e77e3-5e6b-41cc-b229-aad470eb4bff,2021-02-01,2021-07-01,ios,TikTok,F,South East,40463,47,2021-03-01,2021-07-01,2021-03-01,,Basic,FALSE,FALSE,FALSE,11.97,0,5.99,11.97,11.97,13
bace0470-2e42-49e9-8815-3c5c8e83aad2,2021-01-01,,ios,Google,M,Greater London,46040,26,2021-01-01,2021-04-01,2021-01-01,,Basic,FALSE,FALSE,TRUE,12.01,0,2,3,9.01,7.57
7802668a-c84a-4c01-9669-2f1d54a0f2e4,2021-08-01,,android,Facebook,M,Greater London,46476,20,,,,,Basic,FALSE,FALSE,FALSE,0.15,0.01,0.04,0.14,0.15,17.74
3444f19a-ffb8-46cc-9dbc-ca3546737e78,2021-03-01,,ios,Facebook,F,Greater London,87112,29,2021-04-01,2021-04-01,2021-03-01,,Plus,TRUE,FALSE,TRUE,36.91,0.01,5.99,14.97,32.92,17.71
312e3649-da33-41bf-a365-0a26885a714a,2021-10-01,,android,TikTok,M,South West,44437,27,2021-10-01,2021-12-01,2021-10-01,,Basic,FALSE,FALSE,FALSE,3.01,0.02,3.01,3.01,3.01,10.24
b0dca64a-ef06-410c-b201-17b2930901dc,2021-01-01,,ios,TikTok,M,South East,62499,32,2021-01-01,,2021-02-01,,Plus,TRUE,FALSE,TRUE,17,0,3,6,12,13.25
a0274435-7381-4fad-8074-547eeb46d5d5,2021-12-01,,ios,TikTok,M,South East,44143,28,2021-12-01,,2021-12-01,,Plus,TRUE,FALSE,TRUE,7.01,0,2.01,5.01,7.01,12.58
d6170deb-54de-4d0e-8281-b7cd5a4a760c,2021-03-01,,ios,TikTok,M,North East,36801,47,2022-01-01,,2022-01-01,,Plus,TRUE,FALSE,TRUE,6.03,0,0,0,2.01,10.35
8c804e47-93a9-43e1-ba6e-cad0055634a9,2021-01-01,,ios,Google,M,East Midlands,40092,29,2021-01-01,2021-10-01,2021-01-01,,Basic,TRUE,FALSE,TRUE,6.03,0,2,4.03,6.03,5.33
e51ceb68-6e5d-4462-8fe6-569893513f02,2021-02-01,,ios,Google,M,Wales,67881,44,2021-03-01,,2021-03-01,,Plus,TRUE,FALSE,FALSE,16.85,0,2.02,5.06,11.19,6.3
0acdc486-962f-4c09-825a-be1d441dd274,2021-03-01,2022-04-01,ios,Google,M,Greater London,80913,45,2021-03-01,2022-04-01,2021-03-01,,Basic,FALSE,FALSE,FALSE,39.35,0.01,6.03,15.28,33.37,9.75
3c622512-a45a-4e06-bb57-befdefbe661a,2021-01-01,,ios,Referral,M,Wales,55212,34,2021-01-01,,2021-01-01,,Plus,FALSE,FALSE,TRUE,17.09,0,2,5.01,11.05,8.36
5fbdfa09-c8d0-4d10-924f-07be66991b6d,2021-05-01,,ios,Referral,M,Greater London,37913,40,2021-11-01,,2021-11-01,,Plus,TRUE,FALSE,TRUE,8.05,0,0,0.01,5.05,7.7
cf9270b0-fec0-44ea-922e-c28b6a16d9c7,2021-03-01,,ios,Facebook,M,South West,33904,31,2021-03-01,2021-12-01,2021-03-01,,Basic,FALSE,FALSE,TRUE,9.36,0.02,2.03,5.87,9.05,16.92
c4e365ef-9545-4707-951b-b3ed235a681c,2021-05-01,,android,Facebook,M,East Midlands,40809,26,2021-05-01,2021-08-01,,,Basic,FALSE,FALSE,TRUE,3.02,0,2.02,3.02,3.02,19.41
7fab0a84-8036-4d09-a382-2edf0a52cdf7,2021-03-01,,ios,TikTok,M,South West,32552,26,2021-03-01,2021-10-01,2021-03-01,,Basic,FALSE,FALSE,TRUE,10.02,0,0,0,10.02,13.31
d50a9a04-1950-4dcd-a3aa-bbce82f9e236,2021-03-01,,ios,Google,F,South West,37602,38,2021-03-01,2021-05-01,2021-03-01,,Basic,FALSE,FALSE,TRUE,5.99,0.01,5.99,5.99,5.99,9.21
8aff4a97-3c60-4535-9cdc-c255910af266,2021-02-01,,ios,Google,M,South West,95338,37,2021-02-01,2021-07-01,2021-02-01,,Pro,TRUE,FALSE,TRUE,35.78,0.01,2.06,5.24,20.82,8.84
f2be47ef-0a01-4346-9ceb-76406ff244b2,2021-02-01,,android,Referral,M,West Midlands,35212,29,,,,,Basic,FALSE,FALSE,TRUE,0.08,0,0.03,0.08,0.08,8.99
15567354-7a0a-4c21-8922-1e1e1b89c2a6,2021-02-01,,ios,TikTok,M,East Midlands,80348,29,2021-02-01,,,,Pro,FALSE,FALSE,TRUE,47.89,0.05,6.03,15,32.94,10.29
b400be0b-22ea-45f1-9457-c335eb6fcb06,2021-03-01,,ios,TikTok,F,Scotland,95019,40,2021-03-01,2022-03-01,,,Ultra,FALSE,FALSE,TRUE,43.24,0.37,6.35,15.32,33.26,13.92
7ac042f2-3929-4851-b10c-f58c83f52cd4,2021-06-01,,android,Organic,F,North East,36672,34,,,,,Basic,FALSE,FALSE,TRUE,0.32,0,0.1,0.28,0.32,0
ebe1c389-1bcc-41ee-b72a-d9e91f2b6151,2021-03-01,,ios,TikTok,M,Wales,32731,22,2021-05-01,,2021-05-01,,Plus,TRUE,FALSE,TRUE,14.79,0,1.03,4.19,10.53,14.28
805f92cb-4643-44be-b37f-4fbc8deb95fc,2021-01-01,,ios,Google,M,East of England,94308,44,2021-01-01,,2021-01-01,,Pro,TRUE,FALSE,TRUE,53.95,0,5.98,14.96,32.95,8.1
f5b284d3-7d57-44f4-97fc-facc8cd55b3d,2021-04-01,,ios,Facebook,M,South West,63130,36,2021-05-01,2021-11-01,2021-07-01,,Basic,TRUE,FALSE,TRUE,29.95,0,9.98,24.96,29.95,16.59
40ec24b8-03a9-4adc-95f2-a5b8c409ca08,2021-02-01,,android,Google,M,South West,32675,28,,,,,Basic,FALSE,FALSE,TRUE,0.32,0,0.02,0.13,0.32,5.72
b77c982b-d98a-4343-9ac5-310414a6e716,2021-10-01,2022-04-01,ios,Facebook,M,Greater London,49561,27,2021-10-01,2021-10-01,2021-10-01,,Basic,FALSE,FALSE,FALSE,5.99,0.01,5.99,5.99,5.99,15.53
ef04e1d7-b35c-4f6b-a042-9fe8069430a2,2021-08-01,,ios,Referral,F,South East,37988,41,2021-08-01,,2021-08-01,,Plus,TRUE,FALSE,FALSE,11.19,0,2.02,5.05,11.19,7.57
4da63f5c-9bab-4c68-a986-522d4d6bc208,2021-01-01,,ios,TikTok,M,Greater London,64494,35,2021-02-01,,2021-02-01,,Plus,TRUE,FALSE,FALSE,16.48,0,1.01,4.04,10.22,12.4
e9c421d3-2aa0-4e46-83dc-1f214d536175,2021-11-01,,android,TikTok,F,North East,41092,34,2022-05-01,2022-06-01,,,Basic,FALSE,FALSE,TRUE,1.1,0,0.03,0.1,1.1,13.78
51542e8d-8181-445c-bba1-22f33375a479,2021-03-01,,ios,Google,M,South East,80260,34,2021-03-01,2021-04-01,2021-03-01,,Basic,FALSE,FALSE,FALSE,33.97,0,4,10.01,27.99,6.09
d00558ed-a324-4647-a106-5edf1bceff70,2021-02-01,,ios,Google,M,Greater London,86060,61,2021-02-01,,2021-02-01,,Pro,TRUE,FALSE,FALSE,55.1,0,5.99,16.62,37.12,5.36
99fc99f4-4186-4618-b8e1-519b372b0693,2021-01-01,,ios,Facebook,M,North West,48309,29,2021-01-01,2021-11-01,2021-01-01,2021-05-01,Basic,FALSE,TRUE,TRUE,12.96,0,5.98,11.96,12.43,18.63
f758b7a5-a3f3-4c19-bf9e-63bffdad2a9f,2021-05-01,,ios,Google,M,Greater London,32667,27,2021-07-01,2021-07-01,2021-07-01,,Plus,TRUE,FALSE,TRUE,12.43,0,0.02,3.09,9.33,5.03
401284e8-7285-48ef-b97c-993da9ca33bf,2021-07-01,,android,Referral,M,Greater London,33131,32,,,,,Basic,FALSE,FALSE,TRUE,0.2,0,0,0,0.2,5.14
756a6831-c925-4ea9-ad9e-23331ac1dc26,2021-06-01,,ios,Google,M,East of England,86633,31,2021-06-01,,2021-06-01,,Ultra,TRUE,FALSE,TRUE,61.33,0,9.99,25,56.06,9.81
b0154e79-2eda-4fc9-8525-edbf226ebe5c,2021-04-01,,ios,Google,M,Greater London,83543,25,2021-04-01,2022-03-01,2021-04-01,,Basic,TRUE,FALSE,TRUE,50.1,0.01,10.01,25.03,50.09,6.42
cd2a4ee9-8662-4f4f-8c8a-8c641a9f867a,2021-11-01,,ios,Google,M,North East,34920,31,2022-05-01,,2022-05-01,,Pro,TRUE,FALSE,TRUE,7.31,0,0,0,7.31,5.51
39ceeaab-fcb0-4a81-be84-6b4ad3d36f02,2021-08-01,,ios,Google,M,Scotland,92085,48,2021-08-01,,2021-08-01,,Ultra,TRUE,FALSE,TRUE,54.93,0,9.99,24.97,54.93,9.97
18c5b087-2910-409b-a986-2d942d77c646,2021-03-01,,ios,Google,M,East of England,34156,29,2021-11-01,2022-02-01,,,Basic,FALSE,FALSE,TRUE,14.98,0,0,0,14.98,9.21
5e773b73-5540-48f3-a5a9-27032af5b26e,2021-03-01,,ios,TikTok,M,Greater London,96498,27,2021-03-01,,2021-03-01,,Pro,TRUE,FALSE,FALSE,45.3,0,5.99,15,33.16,13.09
7dbcfcc6-264b-4d1b-a4a3-e5e74171d240,2021-10-01,,ios,TikTok,M,Greater London,87903,24,2021-10-01,,2021-10-01,,Ultra,TRUE,FALSE,TRUE,44.92,0,9.98,24.96,44.92,11.94
a1a3187d-32d6-4077-a575-1ac8d0c3680d,2021-01-01,,ios,Google,M,Wales,52598,40,2021-01-01,,2021-01-01,,Plus,TRUE,FALSE,TRUE,18.5,0.01,3.1,6.35,13,6.57
4aecd474-6439-4375-8e07-82fcde1375d8,2021-10-01,,android,Referral,M,East of England,31032,23,,,,,Basic,FALSE,FALSE,TRUE,0.1,0,0,0.04,0.1,9.57
d45d7368-a4e4-4271-948f-b97056117c6c,2021-01-01,,ios,Google,F,South West,52499,40,2021-01-01,,2021-01-01,,Plus,TRUE,FALSE,TRUE,18.36,0.01,2.03,5.1,11.24,5.78
0337cc38-2451-49ee-8314-e0abe79df7de,2021-10-01,2022-03-01,android,Referral,M,East of England,36109,24,2021-10-01,2022-02-01,2021-10-01,,Basic,FALSE,FALSE,FALSE,3.02,0.01,2.02,3.02,3.02,5.47
5243dd81-1281-4629-a94c-b75991d936a9,2021-11-01,2022-04-01,ios,Referral,F,Greater London,45285,24,2021-11-01,2022-04-01,2021-11-01,,Basic,FALSE,FALSE,TRUE,11.98,0,5.99,11.98,11.98,7.18
c2883e90-45a2-4064-8a76-d2bddd556372,2021-11-01,,android,Referral,F,West Midlands,31484,27,,,,,Basic,FALSE,FALSE,TRUE,0.07,0,0.01,0.07,0.07,8.15
7dea25af-0566-47fd-a429-176d624920d2,2021-03-01,,ios,Facebook,M,Greater London,81290,25,2021-03-01,,2021-03-01,,Ultra,TRUE,FALSE,FALSE,74.88,0,9.99,24.96,54.91,19.92
4fb426d4-a347-4eb3-9cd9-1a97b2a119fc,2021-01-01,,ios,TikTok,F,East Midlands,80467,25,2021-01-01,,2021-01-01,,Pro,TRUE,FALSE,TRUE,53.89,0,5.99,14.96,32.92,10.35
707efcd4-32c9-4425-9bf2-98b95423cff3,2021-01-01,,android,Referral,M,Greater London,35050,40,,,,,Basic,FALSE,FALSE,TRUE,3.28,0,0.07,0.34,1.68,5.65
28b027ce-85c2-4d02-b3b0-2b2fb481e327,2021-08-01,,ios,Referral,M,North East,91591,50,2021-08-01,2021-08-01,2021-08-01,,Ultra,TRUE,FALSE,FALSE,55.24,0.01,10.01,25.07,55.24,8.88
c7b3b604-496d-4166-9682-fcb506e55498,2021-08-01,,ios,Referral,M,North West,68208,39,2022-01-01,,2022-01-01,,Pro,TRUE,FALSE,FALSE,17.95,0,0,2.99,17.95,7.85
9a4a37c7-0bc4-45bb-acd9-7f504dc01c9c,2021-11-01,,ios,TikTok,M,Wales,82365,43,2021-11-01,,2021-11-01,,Ultra,TRUE,FALSE,TRUE,41.17,0.1,10.27,25.71,41.17,13.34
a386ffab-326a-4c62-81c4-c55327b24b53,2021-04-01,,ios,Google,M,South West,37441,36,2021-04-01,2022-06-01,2021-04-01,,Basic,TRUE,FALSE,TRUE,11.09,0,2.02,5.07,11.08,7.14
8a512d21-fb1f-42ac-b81d-0bb5be60491d,2021-02-01,,ios,Facebook,F,North West,46661,34,2021-03-01,2021-06-01,,,Basic,FALSE,FALSE,TRUE,6.39,0,3,6,6.21,19.11
6e67eb21-fd9c-4f4c-8658-646b9443817b,2021-01-01,,ios,TikTok,M,Greater London,48464,28,2021-01-01,2021-11-01,,,Basic,FALSE,FALSE,TRUE,8.98,0,2.99,8.98,8.98,11.32
895e8895-ce82-4c26-a1c5-54c4e778fa90,2021-08-01,,ios,Facebook,M,East Midlands,30879,30,2021-08-01,,2021-08-01,,Plus,TRUE,FALSE,FALSE,11.45,0.03,2.06,5.16,11.45,16.28
1736556c-c366-4d75-b9d2-acace057ada4,2021-02-01,2022-01-01,ios,Google,F,Wales,43961,33,2021-02-01,2021-12-01,2021-02-01,,Basic,FALSE,FALSE,FALSE,9.03,0.01,2.02,5.03,9.03,9.94
74382d45-ec55-4255-b78c-1cd154e4d457,2021-07-01,,android,TikTok,M,Greater London,49369,29,,,,,Basic,FALSE,FALSE,TRUE,0.59,0,0.05,0.26,0.59,12.82
ce585ee5-b034-4898-9267-791a6fc848fb,2021-03-01,2022-01-01,ios,Facebook,M,South East,64563,29,2021-03-01,2022-01-01,2021-03-01,,Basic,FALSE,FALSE,TRUE,26.95,0,5.99,14.98,26.95,17.67
5af8bf0d-5ec2-4485-b9eb-fb85ba4cc9bb,2021-04-01,,ios,TikTok,M,South West,38274,39,2021-04-01,2022-07-01,2021-04-01,,Basic,FALSE,FALSE,TRUE,14.08,0,2.01,5.03,11.07,13.32
7a2f434b-da6e-4cdc-958e-5d97f6e74021,2021-04-01,,android,Google,F,East of England,38910,32,2021-11-01,2022-01-01,2021-11-01,,Basic,TRUE,FALSE,TRUE,1.04,0,0,0,1.03,9.33
0f39c130-a77b-4ab2-a233-1aee0bd2a05c,2021-01-01,,ios,Google,M,North West,99241,51,2021-01-01,,2021-01-01,,Pro,TRUE,FALSE,TRUE,47.88,0,5.98,14.96,29.92,7.71
aaf4c548-15ec-4683-bd5e-a3cc22f51eef,2021-06-01,,ios,Google,F,Scotland,37289,32,2022-04-01,2022-05-01,2022-04-01,,Plus,TRUE,FALSE,TRUE,6.37,0,0.03,0.2,4.36,7.58
f6b8551d-cdf1-478b-af61-72f188708921,2021-04-01,,ios,TikTok,M,East Midlands,30571,44,2021-05-01,,2021-04-01,,Plus,TRUE,FALSE,TRUE,14.38,0.05,2.09,5.17,11.3,10.58
2c99a625-6ade-424d-831d-6034211f521d,2021-01-01,2022-04-01,ios,Facebook,F,Greater London,39516,28,2021-02-01,2022-04-01,2021-02-01,,Basic,FALSE,FALSE,TRUE,13.05,0,1.01,4.02,10.04,18.4
7adf0c35-211d-49b8-aafc-025efe48a342,2021-04-01,,ios,Facebook,F,South West,31696,23,2022-01-01,,2022-01-01,,Plus,TRUE,FALSE,FALSE,6.14,0,0,0,3.08,18.5
e1d734f0-cb20-4187-b056-71a4027d156b,2021-05-01,,ios,TikTok,M,Scotland,42168,30,2021-05-01,2021-09-01,,,Basic,FALSE,FALSE,TRUE,14.99,0,9.98,14.97,14.99,10.5
49928f99-663a-41fc-b64a-4c7487df7e42,2021-02-01,,android,Referral,M,East Midlands,43932,66,,,,,Basic,FALSE,FALSE,TRUE,0.15,0,0,0.07,0.14,9.96
622076be-676e-4c96-9094-77b54537c2ec,2021-12-01,2022-03-01,ios,Referral,M,Greater London,40816,35,2021-12-01,2021-12-01,2021-12-01,2021-12-01,Basic,FALSE,TRUE,FALSE,14.04,9.49,14.04,14.04,14.04,7.64
134473d3-06ed-4b2e-b73e-0fcc515a165d,2021-01-01,,ios,Referral,M,Wales,85428,22,2021-01-01,2021-11-01,2021-01-01,,Ultra,FALSE,FALSE,FALSE,61.84,0,5.98,14.95,31.9,5.87
91addab4-22d8-45e3-9b2b-ce3963330092,2021-01-01,,ios,Referral,M,East of England,94118,21,2021-01-01,2022-01-01,2021-04-01,,Basic,FALSE,FALSE,TRUE,33.22,0.13,9.3,18.27,33.22,6.16
aa34f5c5-7e11-422c-8747-62a7d2d491ff,2021-09-01,,ios,Google,M,Greater London,45255,36,2021-09-01,,2021-09-01,,Plus,TRUE,FALSE,TRUE,10.48,0.08,2.18,5.31,10.48,7.92
cd1754e3-2252-40a2-bd14-558c8c76c166,2021-10-01,,ios,TikTok,M,East Midlands,66291,27,2021-10-01,,2021-10-01,,Pro,TRUE,FALSE,FALSE,26.92,0,5.99,14.96,26.92,12.16
ed13a898-1783-4b37-aa61-31eb8bcc9e34,2021-02-01,,android,Google,M,West Midlands,35112,63,2021-02-01,2021-02-01,,,Basic,FALSE,FALSE,TRUE,0.26,0,0,0,0.13,5.71
60ba5e9f-00ee-4e50-bfcb-9c8a42661125,2021-10-01,,ios,Google,M,Scotland,40740,25,2021-10-01,2021-10-01,2021-10-01,,Basic,TRUE,FALSE,TRUE,9.99,0,9.98,9.99,9.99,9.28
bf23d636-742f-47da-b957-70e536011465,2021-06-01,2021-09-01,ios,TikTok,M,North West,39727,44,2021-06-01,2021-09-01,,,Basic,FALSE,FALSE,TRUE,11.05,0,11.05,11.05,11.05,11.71
917821a3-25b9-42da-b00a-4fe7e4554f73,2021-04-01,,ios,Referral,F,North West,56981,30,2021-04-01,2022-05-01,2021-04-01,,Basic,TRUE,FALSE,FALSE,16.92,0.06,2.26,5.86,14.41,6
6f31ec79-79de-4a62-bcba-bea7756d08d9,2021-07-01,,ios,Google,F,South East,89509,20,2021-08-01,,,,Ultra,FALSE,FALSE,TRUE,58.5,0,5.15,21.02,53.51,6.24
a2727c85-19d9-417a-ac44-730fa5333db3,2021-03-01,,ios,Google,F,West Midlands,92470,24,2021-03-01,2021-03-01,2021-07-01,,Pro,TRUE,FALSE,TRUE,47.98,0,5.98,14.95,32.95,6.26
09dcec7c-78f0-49db-8092-36840d1a8bf3,2021-04-01,,ios,Google,M,North East,80712,29,2021-04-01,2022-03-01,2021-04-01,,Basic,TRUE,FALSE,TRUE,50.02,0.02,10.03,25.06,50.02,5.2
39e11233-69a3-41cd-8049-3cdd93e74b54,2021-03-01,,ios,Google,M,South West,66525,26,2021-03-01,,2021-03-01,,Plus,TRUE,FALSE,FALSE,16.1,0,2.01,5.08,11.1,9.33
94ae99d8-5cee-4dc8-8b33-7dfb84f36653,2021-03-01,2021-10-01,ios,Facebook,M,Scotland,49432,46,2021-03-01,2021-10-01,2021-04-01,,Basic,FALSE,FALSE,TRUE,6.01,0,2,5,6.01,16.7
d404f865-153a-4847-8f60-aec69841b3eb,2021-02-01,,android,Google,F,Greater London,34287,20,2021-04-01,2021-08-01,2021-04-01,,Basic,TRUE,FALSE,TRUE,4.02,0,1,4,4.01,8.91
4aa4e755-18f3-4949-b729-f092dccff195,2021-01-01,,ios,Referral,M,Greater London,86324,44,2021-01-01,,2021-01-01,,Pro,TRUE,FALSE,TRUE,54.59,0.01,6.01,15.04,33.25,8.04
